"period_label","period_hour","time_offset_sec","timestamp","serving_bs_id","users_present","active_nodes"
"night",2,525,"2025-01-01 02:08:45","BS_4",0,0
"night",2,525,"2025-01-01 02:08:45","BS_5",0,0
"night",2,525,"2025-01-01 02:08:45","BS_6",2,1
NA,2,525,"2025-01-01 02:08:45","BS_7",0,0
NA,2,525,"2025-01-01 02:08:45","BS_8",0,0
"night",2,525,"2025-01-01 02:08:45","BS_9",0,0
"night",2,526,"2025-01-01 02:08:46","BS_1",0,0
"night",2,526,"2025-01-01 02:08:46","BS_10",0,0
"night",2,526,"2025-01-01 02:08:46","BS_11",0,0
NA,2,526,"2025-01-01 02:08:46","BS_2",0,0
NA,2,526,"2025-01-01 02:08:46","BS_3",0,0
"night",2,526,"2025-01-01 02:08:46","BS_4",0,0
"night",2,526,"2025-01-01 02:08:46","BS_5",0,0
"night",2,526,"2025-01-01 02:08:46","BS_6",2,1
NA,2,526,"2025-01-01 02:08:46","BS_7",0,0
NA,2,526,"2025-01-01 02:08:46","BS_8",0,0
"night",2,526,"2025-01-01 02:08:46","BS_9",0,0
"night",2,527,"2025-01-01 02:08:47","BS_1",0,0
"night",2,527,"2025-01-01 02:08:47","BS_10",1,1
"night",2,527,"2025-01-01 02:08:47","BS_11",0,0
NA,2,527,"2025-01-01 02:08:47","BS_2",0,0
NA,2,527,"2025-01-01 02:08:47","BS_3",0,0
"night",2,527,"2025-01-01 02:08:47","BS_4",0,0
"night",2,527,"2025-01-01 02:08:47","BS_5",0,0
"night",2,527,"2025-01-01 02:08:47","BS_6",1,1
NA,2,527,"2025-01-01 02:08:47","BS_7",0,0
NA,2,527,"2025-01-01 02:08:47","BS_8",0,0
"night",2,527,"2025-01-01 02:08:47","BS_9",0,0
"night",2,528,"2025-01-01 02:08:48","BS_1",0,0
"night",2,528,"2025-01-01 02:08:48","BS_10",1,1
"night",2,528,"2025-01-01 02:08:48","BS_11",0,0
NA,2,528,"2025-01-01 02:08:48","BS_2",0,0
NA,2,528,"2025-01-01 02:08:48","BS_3",0,0
"night",2,528,"2025-01-01 02:08:48","BS_4",0,0
"night",2,528,"2025-01-01 02:08:48","BS_5",0,0
"night",2,528,"2025-01-01 02:08:48","BS_6",2,1
NA,2,528,"2025-01-01 02:08:48","BS_7",0,0
NA,2,528,"2025-01-01 02:08:48","BS_8",0,0
"night",2,528,"2025-01-01 02:08:48","BS_9",0,0
"night",2,529,"2025-01-01 02:08:49","BS_1",0,0
"night",2,529,"2025-01-01 02:08:49","BS_10",1,1
"night",2,529,"2025-01-01 02:08:49","BS_11",0,0
NA,2,529,"2025-01-01 02:08:49","BS_2",0,0
NA,2,529,"2025-01-01 02:08:49","BS_3",0,0
"night",2,529,"2025-01-01 02:08:49","BS_4",0,0
"night",2,529,"2025-01-01 02:08:49","BS_5",0,0
"night",2,529,"2025-01-01 02:08:49","BS_6",2,1
NA,2,529,"2025-01-01 02:08:49","BS_7",0,0
NA,2,529,"2025-01-01 02:08:49","BS_8",0,0
"night",2,529,"2025-01-01 02:08:49","BS_9",0,0
"night",2,530,"2025-01-01 02:08:50","BS_1",0,0
"night",2,530,"2025-01-01 02:08:50","BS_10",1,1
"night",2,530,"2025-01-01 02:08:50","BS_11",0,0
NA,2,530,"2025-01-01 02:08:50","BS_2",0,0
NA,2,530,"2025-01-01 02:08:50","BS_3",0,0
"night",2,530,"2025-01-01 02:08:50","BS_4",0,0
"night",2,530,"2025-01-01 02:08:50","BS_5",0,0
"night",2,530,"2025-01-01 02:08:50","BS_6",2,1
NA,2,530,"2025-01-01 02:08:50","BS_7",0,0
NA,2,530,"2025-01-01 02:08:50","BS_8",0,0
"night",2,530,"2025-01-01 02:08:50","BS_9",0,0
"night",2,531,"2025-01-01 02:08:51","BS_1",0,0
"night",2,531,"2025-01-01 02:08:51","BS_10",1,1
"night",2,531,"2025-01-01 02:08:51","BS_11",0,0
NA,2,531,"2025-01-01 02:08:51","BS_2",0,0
NA,2,531,"2025-01-01 02:08:51","BS_3",0,0
"night",2,531,"2025-01-01 02:08:51","BS_4",0,0
"night",2,531,"2025-01-01 02:08:51","BS_5",0,0
"night",2,531,"2025-01-01 02:08:51","BS_6",2,1
NA,2,531,"2025-01-01 02:08:51","BS_7",0,0
NA,2,531,"2025-01-01 02:08:51","BS_8",0,0
"night",2,531,"2025-01-01 02:08:51","BS_9",0,0
"night",2,532,"2025-01-01 02:08:52","BS_1",0,0
"night",2,532,"2025-01-01 02:08:52","BS_10",1,1
"night",2,532,"2025-01-01 02:08:52","BS_11",0,0
NA,2,532,"2025-01-01 02:08:52","BS_2",0,0
NA,2,532,"2025-01-01 02:08:52","BS_3",0,0
"night",2,532,"2025-01-01 02:08:52","BS_4",0,0
"night",2,532,"2025-01-01 02:08:52","BS_5",0,0
"night",2,532,"2025-01-01 02:08:52","BS_6",2,1
NA,2,532,"2025-01-01 02:08:52","BS_7",0,0
NA,2,532,"2025-01-01 02:08:52","BS_8",0,0
"night",2,532,"2025-01-01 02:08:52","BS_9",0,0
"night",2,533,"2025-01-01 02:08:53","BS_1",0,0
"night",2,533,"2025-01-01 02:08:53","BS_10",1,1
"night",2,533,"2025-01-01 02:08:53","BS_11",0,0
NA,2,533,"2025-01-01 02:08:53","BS_2",0,0
NA,2,533,"2025-01-01 02:08:53","BS_3",0,0
"night",2,533,"2025-01-01 02:08:53","BS_4",0,0
"night",2,533,"2025-01-01 02:08:53","BS_5",0,0
"night",2,533,"2025-01-01 02:08:53","BS_6",2,1
NA,2,533,"2025-01-01 02:08:53","BS_7",0,0
NA,2,533,"2025-01-01 02:08:53","BS_8",0,0
"night",2,533,"2025-01-01 02:08:53","BS_9",0,0
"night",2,534,"2025-01-01 02:08:54","BS_1",0,0
"night",2,534,"2025-01-01 02:08:54","BS_10",1,1
"night",2,534,"2025-01-01 02:08:54","BS_11",0,0
NA,2,534,"2025-01-01 02:08:54","BS_2",0,0
NA,2,534,"2025-01-01 02:08:54","BS_3",0,0
"night",2,534,"2025-01-01 02:08:54","BS_4",0,0
"night",2,534,"2025-01-01 02:08:54","BS_5",0,0
"night",2,534,"2025-01-01 02:08:54","BS_6",2,1
NA,2,534,"2025-01-01 02:08:54","BS_7",0,0
NA,2,534,"2025-01-01 02:08:54","BS_8",0,0
"night",2,534,"2025-01-01 02:08:54","BS_9",0,0
"night",2,535,"2025-01-01 02:08:55","BS_1",0,0
"night",2,535,"2025-01-01 02:08:55","BS_10",1,1
"night",2,535,"2025-01-01 02:08:55","BS_11",0,0
NA,2,535,"2025-01-01 02:08:55","BS_2",0,0
NA,2,535,"2025-01-01 02:08:55","BS_3",0,0
"night",2,535,"2025-01-01 02:08:55","BS_4",0,0
"night",2,535,"2025-01-01 02:08:55","BS_5",0,0
"night",2,535,"2025-01-01 02:08:55","BS_6",2,1
NA,2,535,"2025-01-01 02:08:55","BS_7",0,0
NA,2,535,"2025-01-01 02:08:55","BS_8",0,0
"night",2,535,"2025-01-01 02:08:55","BS_9",0,0
"night",2,536,"2025-01-01 02:08:56","BS_1",0,0
"night",2,536,"2025-01-01 02:08:56","BS_10",1,1
"night",2,536,"2025-01-01 02:08:56","BS_11",0,0
NA,2,536,"2025-01-01 02:08:56","BS_2",0,0
NA,2,536,"2025-01-01 02:08:56","BS_3",0,0
"night",2,536,"2025-01-01 02:08:56","BS_4",0,0
"night",2,536,"2025-01-01 02:08:56","BS_5",0,0
"night",2,536,"2025-01-01 02:08:56","BS_6",2,1
NA,2,536,"2025-01-01 02:08:56","BS_7",0,0
NA,2,536,"2025-01-01 02:08:56","BS_8",0,0
"night",2,536,"2025-01-01 02:08:56","BS_9",0,0
"night",2,537,"2025-01-01 02:08:57","BS_1",0,0
"night",2,537,"2025-01-01 02:08:57","BS_10",1,1
"night",2,537,"2025-01-01 02:08:57","BS_11",0,0
NA,2,537,"2025-01-01 02:08:57","BS_2",0,0
NA,2,537,"2025-01-01 02:08:57","BS_3",0,0
"night",2,537,"2025-01-01 02:08:57","BS_4",0,0
"night",2,537,"2025-01-01 02:08:57","BS_5",0,0
"night",2,537,"2025-01-01 02:08:57","BS_6",2,1
NA,2,537,"2025-01-01 02:08:57","BS_7",0,0
NA,2,537,"2025-01-01 02:08:57","BS_8",0,0
"night",2,537,"2025-01-01 02:08:57","BS_9",0,0
"night",2,538,"2025-01-01 02:08:58","BS_1",0,0
"night",2,538,"2025-01-01 02:08:58","BS_10",1,1
"night",2,538,"2025-01-01 02:08:58","BS_11",0,0
NA,2,538,"2025-01-01 02:08:58","BS_2",0,0
NA,2,538,"2025-01-01 02:08:58","BS_3",0,0
