"period_label","time_offset_sec","total_users","covered_users","uncovered_users","covered_ratio","users_on_poi","users_on_outer_ring"
"night",243,20,1,19,0.05,1,19
"night",244,20,1,19,0.05,1,19
"night",245,20,1,19,0.05,1,19
"night",246,20,1,19,0.05,1,19
"night",247,20,1,19,0.05,1,19
"night",248,20,1,19,0.05,1,19
"night",249,20,1,19,0.05,1,19
"night",250,20,1,19,0.05,1,19
"night",251,20,1,19,0.05,1,19
"night",252,20,1,19,0.05,1,19
"night",253,20,1,19,0.05,1,19
"night",254,20,1,19,0.05,1,19
"night",255,20,1,19,0.05,1,19
"night",256,20,1,19,0.05,1,19
"night",257,20,1,19,0.05,1,19
"night",258,20,1,19,0.05,1,19
"night",259,20,1,19,0.05,1,19
"night",260,20,1,19,0.05,1,19
"night",261,20,1,19,0.05,1,19
"night",262,20,1,19,0.05,1,19
"night",263,20,1,19,0.05,1,19
"night",264,20,1,19,0.05,1,19
"night",265,20,1,19,0.05,1,19
"night",266,20,1,19,0.05,1,19
"night",267,20,1,19,0.05,1,19
"night",268,20,1,19,0.05,1,19
"night",269,20,1,19,0.05,1,19
"night",270,20,1,19,0.05,1,19
"night",271,20,1,19,0.05,1,19
"night",272,20,1,19,0.05,1,19
"night",273,20,1,19,0.05,1,19
"night",274,20,1,19,0.05,1,19
"night",275,20,1,19,0.05,1,19
"night",276,20,1,19,0.05,1,19
"night",277,20,1,19,0.05,1,19
"night",278,20,1,19,0.05,1,19
"night",279,20,1,19,0.05,1,19
"night",280,20,1,19,0.05,1,19
"night",281,20,1,19,0.05,1,19
"night",282,20,1,19,0.05,1,19
"night",283,20,1,19,0.05,1,19
"night",284,20,1,19,0.05,1,19
"night",285,20,1,19,0.05,1,19
"night",286,20,1,19,0.05,1,19
"night",287,20,1,19,0.05,1,19
"night",288,20,1,19,0.05,1,19
"night",289,20,1,19,0.05,1,19
"night",290,20,1,19,0.05,1,19
"night",291,20,1,19,0.05,1,19
"night",292,20,1,19,0.05,1,19
"night",293,20,1,19,0.05,1,19
"night",294,20,1,19,0.05,1,19
"night",295,20,1,19,0.05,1,19
"night",296,20,1,19,0.05,1,19
"night",297,20,1,19,0.05,1,19
"night",298,20,1,19,0.05,1,19
"night",299,20,1,19,0.05,1,19
"night",300,20,1,19,0.05,1,19
"night",301,20,1,19,0.05,1,19
"night",302,20,1,19,0.05,1,19
"night",303,20,1,19,0.05,1,19
"night",304,20,1,19,0.05,1,19
"night",305,20,1,19,0.05,1,19
"night",306,20,1,19,0.05,1,19
"night",307,20,1,19,0.05,1,19
"night",308,20,1,19,0.05,1,19
"night",309,20,1,19,0.05,1,19
"night",310,20,1,19,0.05,1,19
"night",311,20,1,19,0.05,1,19
"night",312,20,1,19,0.05,1,19
"night",313,20,1,19,0.05,1,19
"night",314,20,1,19,0.05,1,19
"night",315,20,1,19,0.05,1,19
"night",316,20,1,19,0.05,1,19
"night",317,20,1,19,0.05,1,19
"night",318,20,1,19,0.05,1,19
"night",319,20,1,19,0.05,1,19
"night",320,20,1,19,0.05,1,19
"night",321,20,1,19,0.05,1,19
"night",322,20,1,19,0.05,1,19
"night",323,20,1,19,0.05,1,19
"night",324,20,1,19,0.05,1,19
"night",325,20,1,19,0.05,1,19
"night",326,20,1,19,0.05,1,19
"night",327,20,1,19,0.05,1,19
"night",328,20,1,19,0.05,1,19
"night",329,20,1,19,0.05,1,19
"night",330,20,1,19,0.05,1,19
"night",331,20,1,19,0.05,1,19
"night",332,20,1,19,0.05,1,19
"night",333,20,1,19,0.05,1,19
"night",334,20,1,19,0.05,1,19
"night",335,20,1,19,0.05,1,19
"night",336,20,1,19,0.05,1,19
"night",337,20,1,19,0.05,1,19
"night",338,20,1,19,0.05,1,19
"night",339,20,1,19,0.05,1,19
"night",340,20,1,19,0.05,1,19
"night",341,20,1,19,0.05,1,19
"night",342,20,1,19,0.05,1,19
"night",343,20,1,19,0.05,1,19
"night",344,20,1,19,0.05,1,19
"night",345,20,1,19,0.05,1,19
"night",346,20,1,19,0.05,1,19
"night",347,20,1,19,0.05,1,19
"night",348,20,1,19,0.05,1,19
"night",349,20,1,19,0.05,1,19
"night",350,20,1,19,0.05,1,19
"night",351,20,1,19,0.05,1,19
"night",352,20,1,19,0.05,1,19
"night",353,20,1,19,0.05,1,19
"night",354,20,1,19,0.05,1,19
"night",355,20,1,19,0.05,1,19
"night",356,20,1,19,0.05,1,19
"night",357,20,1,19,0.05,1,19
"night",358,20,1,19,0.05,1,19
"night",359,20,1,19,0.05,1,19
"night",360,20,1,19,0.05,1,19
"night",361,20,1,19,0.05,1,19
"night",362,20,1,19,0.05,1,19
"night",363,20,1,19,0.05,1,19
"night",364,20,1,19,0.05,1,19
"night",365,20,1,19,0.05,1,19
"night",366,20,1,19,0.05,1,19
"night",367,20,1,19,0.05,1,19
"night",368,20,1,19,0.05,1,19
"night",369,20,1,19,0.05,1,19
"night",370,20,1,19,0.05,1,19
"night",371,20,1,19,0.05,1,19
"night",372,20,1,19,0.05,1,19
"night",373,20,1,19,0.05,1,19
"night",374,20,1,19,0.05,1,19
"night",375,20,1,19,0.05,1,19
"night",376,20,1,19,0.05,1,19
"night",377,20,1,19,0.05,1,19
"night",378,20,1,19,0.05,1,19
"night",379,20,1,19,0.05,1,19
"night",380,20,1,19,0.05,1,19
"night",381,20,1,19,0.05,1,19
"night",382,20,1,19,0.05,1,19
"night",383,20,1,19,0.05,1,19
"night",384,20,1,19,0.05,1,19
"night",385,20,1,19,0.05,1,19
"night",386,20,1,19,0.05,1,19
"night",387,20,1,19,0.05,1,19
"night",388,20,1,19,0.05,1,19
"night",389,20,1,19,0.05,1,19
"night",390,20,1,19,0.05,1,19
"night",391,20,1,19,0.05,1,19
"night",392,20,1,19,0.05,1,19
"night",393,20,1,19,0.05,1,19
"night",394,20,1,19,0.05,1,19
"night",395,20,1,19,0.05,1,19
"night",396,20,1,19,0.05,1,19
"night",397,20,1,19,0.05,1,19
"night",398,20,1,19,0.05,1,19
"night",399,20,1,19,0.05,1,19
"night",400,20,1,19,0.05,1,19
"night",401,20,1,19,0.05,1,19
"night",402,20,1,19,0.05,1,19
"night",403,20,1,19,0.05,1,19
"night",404,20,1,19,0.05,1,19
"night",405,20,1,19,0.05,1,19
"night",406,20,1,19,0.05,1,19
"night",407,20,1,19,0.05,1,19
"night",408,20,1,19,0.05,1,19
"night",409,20,1,19,0.05,1,19
"night",410,20,1,19,0.05,1,19
"night",411,20,1,19,0.05,1,19
"night",412,20,1,19,0.05,1,19
"night",413,20,1,19,0.05,1,19
"night",414,20,1,19,0.05,1,19
"night",415,20,1,19,0.05,1,19
"night",416,20,1,19,0.05,1,19
"night",417,20,1,19,0.05,1,19
"night",418,20,1,19,0.05,1,19
"night",419,20,1,19,0.05,1,19
"night",420,20,1,19,0.05,1,19
"night",421,20,1,19,0.05,1,19
"night",422,20,1,19,0.05,1,19
"night",423,20,1,19,0.05,1,19
"night",424,20,1,19,0.05,1,19
"night",425,20,1,19,0.05,1,19
"night",426,20,1,19,0.05,1,19
"night",427,20,1,19,0.05,1,19
"night",428,20,1,19,0.05,1,19
"night",429,20,1,19,0.05,1,19
"night",430,20,1,19,0.05,1,19
"night",431,20,1,19,0.05,1,19
"night",432,20,1,19,0.05,1,19
"night",433,20,1,19,0.05,1,19
"night",434,20,1,19,0.05,1,19
"night",435,20,1,19,0.05,1,19
"night",436,20,1,19,0.05,1,19
"night",437,20,1,19,0.05,1,19
"night",438,20,1,19,0.05,1,19
"night",439,20,1,19,0.05,1,19
"night",440,20,1,19,0.05,1,19
"night",441,20,1,19,0.05,1,19
"night",442,20,1,19,0.05,1,19
"night",443,20,1,19,0.05,1,19
"night",444,20,1,19,0.05,1,19
"night",445,20,1,19,0.05,1,19
"night",446,20,1,19,0.05,1,19
"night",447,20,1,19,0.05,1,19
"night",448,20,1,19,0.05,1,19
"night",449,20,1,19,0.05,1,19
"night",450,20,1,19,0.05,1,19
"night",451,20,1,19,0.05,1,19
"night",452,20,1,19,0.05,1,19
"night",453,20,1,19,0.05,1,19
"night",454,20,1,19,0.05,1,19
"night",455,20,1,19,0.05,1,19
"night",456,20,1,19,0.05,1,19
"night",457,20,1,19,0.05,1,19
"night",458,20,1,19,0.05,1,19
"night",459,20,1,19,0.05,1,19
"night",460,20,1,19,0.05,1,19
"night",461,20,1,19,0.05,1,19
"night",462,20,1,19,0.05,1,19
"night",463,20,1,19,0.05,1,19
"night",464,20,1,19,0.05,1,19
"night",465,20,1,19,0.05,1,19
"night",466,20,1,19,0.05,1,19
"night",467,20,1,19,0.05,1,19
"night",468,20,1,19,0.05,1,19
"night",469,20,1,19,0.05,1,19
"night",470,20,1,19,0.05,1,19
"night",471,20,1,19,0.05,1,19
"night",472,20,1,19,0.05,1,19
"night",473,20,1,19,0.05,1,19
"night",474,20,1,19,0.05,1,19
"night",475,20,1,19,0.05,1,19
"night",476,20,1,19,0.05,1,19
"night",477,20,1,19,0.05,1,19
"night",478,20,1,19,0.05,1,19
"night",479,20,1,19,0.05,1,19
"night",480,20,1,19,0.05,1,19
"night",481,20,1,19,0.05,1,19
"night",482,20,1,19,0.05,1,19
"night",483,20,1,19,0.05,1,19
"night",484,20,1,19,0.05,1,19
"night",485,20,1,19,0.05,1,19
"night",486,20,1,19,0.05,1,19
"night",487,20,1,19,0.05,1,19
"night",488,20,1,19,0.05,1,19
"night",489,20,1,19,0.05,1,19
"night",490,20,1,19,0.05,1,19
"night",491,20,1,19,0.05,1,19
"night",492,20,1,19,0.05,1,19
"night",493,20,1,19,0.05,1,19
"night",494,20,1,19,0.05,1,19
"night",495,20,1,19,0.05,1,19
"night",496,20,1,19,0.05,1,19
"night",497,20,1,19,0.05,1,19
"night",498,20,1,19,0.05,1,19
"night",499,20,1,19,0.05,1,19
"night",500,20,1,19,0.05,1,19
"night",501,20,1,19,0.05,1,19
"night",502,20,1,19,0.05,1,19
"night",503,20,1,19,0.05,1,19
"night",504,20,1,19,0.05,1,19
"night",505,20,1,19,0.05,1,19
"night",506,20,1,19,0.05,1,19
"night",507,20,1,19,0.05,1,19
"night",508,20,1,19,0.05,1,19
"night",509,20,1,19,0.05,1,19
"night",510,20,1,19,0.05,1,19
"night",511,20,1,19,0.05,1,19
"night",512,20,1,19,0.05,1,19
"night",513,20,1,19,0.05,1,19
"night",514,20,1,19,0.05,1,19
"night",515,20,1,19,0.05,1,19
"night",516,20,1,19,0.05,1,19
"night",517,20,1,19,0.05,1,19
"night",518,20,1,19,0.05,1,19
"night",519,20,1,19,0.05,1,19
"night",520,20,1,19,0.05,1,19
"night",521,20,1,19,0.05,1,19
"night",522,20,1,19,0.05,1,19
"night",523,20,1,19,0.05,1,19
"night",524,20,1,19,0.05,1,19
"night",525,20,1,19,0.05,1,19
"night",526,20,1,19,0.05,1,19
"night",527,20,1,19,0.05,1,19
"night",528,20,1,19,0.05,1,19
"night",529,20,1,19,0.05,1,19
"night",530,20,1,19,0.05,1,19
"night",531,20,1,19,0.05,1,19
"night",532,20,1,19,0.05,1,19
"night",533,20,1,19,0.05,1,19
"night",534,20,1,19,0.05,1,19
"night",535,20,1,19,0.05,1,19
"night",536,20,1,19,0.05,1,19
"night",537,20,1,19,0.05,1,19
"night",538,20,1,19,0.05,1,19
"night",539,20,1,19,0.05,1,19
"night",540,20,1,19,0.05,1,19
"night",541,20,1,19,0.05,1,19
"night",542,20,1,19,0.05,1,19
"night",543,20,1,19,0.05,1,19
"night",544,20,1,19,0.05,1,19
"night",545,20,1,19,0.05,1,19
"night",546,20,1,19,0.05,1,19
"night",547,20,1,19,0.05,1,19
"night",548,20,1,19,0.05,1,19
"night",549,20,1,19,0.05,1,19
"night",550,20,1,19,0.05,1,19
"night",551,20,1,19,0.05,1,19
"night",552,20,1,19,0.05,1,19
"night",553,20,1,19,0.05,1,19
"night",554,20,1,19,0.05,1,19
"night",555,20,1,19,0.05,1,19
"night",556,20,1,19,0.05,1,19
"night",557,20,1,19,0.05,1,19
"night",558,20,1,19,0.05,1,19
"night",559,20,1,19,0.05,1,19
"night",560,20,1,19,0.05,1,19
"night",561,20,1,19,0.05,1,19
"night",562,20,1,19,0.05,1,19
"night",563,20,1,19,0.05,1,19
"night",564,20,1,19,0.05,1,19
"night",565,20,1,19,0.05,1,19
"night",566,20,1,19,0.05,1,19
"night",567,20,1,19,0.05,1,19
"night",568,20,1,19,0.05,1,19
"night",569,20,1,19,0.05,1,19
"night",570,20,1,19,0.05,1,19
"night",571,20,1,19,0.05,1,19
"night",572,20,1,19,0.05,1,19
"night",573,20,1,19,0.05,1,19
"night",574,20,1,19,0.05,1,19
"night",575,20,1,19,0.05,1,19
"night",576,20,1,19,0.05,1,19
"night",577,20,1,19,0.05,1,19
"night",578,20,1,19,0.05,1,19
"night",579,20,1,19,0.05,1,19
"night",580,20,1,19,0.05,1,19
"night",581,20,1,19,0.05,1,19
"night",582,20,1,19,0.05,1,19
"night",583,20,1,19,0.05,1,19
"night",584,20,1,19,0.05,1,19
"night",585,20,1,19,0.05,1,19
"night",586,20,1,19,0.05,1,19
"night",587,20,1,19,0.05,1,19
"night",588,20,1,19,0.05,1,19
"night",589,20,1,19,0.05,1,19
"night",590,20,1,19,0.05,1,19
"night",591,20,1,19,0.05,1,19
"night",592,20,1,19,0.05,1,19
"night",593,20,1,19,0.05,1,19
"night",594,20,1,19,0.05,1,19
"night",595,20,1,19,0.05,1,19
"night",596,20,1,19,0.05,1,19
"night",597,20,1,19,0.05,1,19
"night",598,20,1,19,0.05,1,19
"night",599,20,1,19,0.05,1,19
"night",600,20,1,19,0.05,1,19
"night",601,20,1,19,0.05,1,19
"night",602,20,1,19,0.05,1,19
"night",603,20,1,19,0.05,1,19
"night",604,20,1,19,0.05,1,19
"night",605,20,1,19,0.05,1,19
"night",606,20,1,19,0.05,1,19
"night",607,20,1,19,0.05,1,19
"night",608,20,1,19,0.05,1,19
"night",609,20,1,19,0.05,1,19
"night",610,20,1,19,0.05,1,19
"night",611,20,1,19,0.05,1,19
"night",612,20,1,19,0.05,1,19
"night",613,20,1,19,0.05,1,19
"night",614,20,1,19,0.05,1,19
"night",615,20,1,19,0.05,1,19
"night",616,20,1,19,0.05,1,19
"night",617,20,1,19,0.05,1,19
"night",618,20,1,19,0.05,1,19
"night",619,20,1,19,0.05,1,19
"night",620,20,1,19,0.05,1,19
"night",621,20,1,19,0.05,1,19
"night",622,20,1,19,0.05,1,19
"night",623,20,1,19,0.05,1,19
"night",624,20,1,19,0.05,1,19
"night",625,20,1,19,0.05,1,19
"night",626,20,1,19,0.05,1,19
"night",627,20,1,19,0.05,1,19
"night",628,20,1,19,0.05,1,19
"night",629,20,1,19,0.05,1,19
"night",630,20,1,19,0.05,1,19
"night",631,20,1,19,0.05,1,19
"night",632,20,1,19,0.05,1,19
"night",633,20,1,19,0.05,1,19
"night",634,20,1,19,0.05,1,19
"night",635,20,1,19,0.05,1,19
"night",636,20,1,19,0.05,1,19
"night",637,20,1,19,0.05,1,19
"night",638,20,1,19,0.05,1,19
"night",639,20,1,19,0.05,1,19
"night",640,20,1,19,0.05,1,19
"night",641,20,1,19,0.05,1,19
"night",642,20,1,19,0.05,1,19
"night",643,20,1,19,0.05,1,19
"night",644,20,1,19,0.05,1,19
"night",645,20,1,19,0.05,1,19
"night",646,20,1,19,0.05,1,19
"night",647,20,1,19,0.05,1,19
"night",648,20,1,19,0.05,1,19
"night",649,20,1,19,0.05,1,19
"night",650,20,1,19,0.05,1,19
"night",651,20,1,19,0.05,1,19
"night",652,20,1,19,0.05,1,19
"night",653,20,1,19,0.05,1,19
"night",654,20,1,19,0.05,1,19
"night",655,20,1,19,0.05,1,19
"night",656,20,1,19,0.05,1,19
"night",657,20,1,19,0.05,1,19
"night",658,20,1,19,0.05,1,19
"night",659,20,1,19,0.05,1,19
"night",660,20,1,19,0.05,1,19
"night",661,20,1,19,0.05,1,19
"night",662,20,1,19,0.05,1,19
"night",663,20,1,19,0.05,1,19
"night",664,20,1,19,0.05,1,19
"night",665,20,1,19,0.05,1,19
"night",666,20,1,19,0.05,1,19
"night",667,20,1,19,0.05,1,19
"night",668,20,1,19,0.05,1,19
"night",669,20,1,19,0.05,1,19
"night",670,20,1,19,0.05,1,19
"night",671,20,1,19,0.05,1,19
"night",672,20,1,19,0.05,1,19
"night",673,20,1,19,0.05,1,19
"night",674,20,1,19,0.05,1,19
"night",675,20,1,19,0.05,1,19
"night",676,20,1,19,0.05,1,19
"night",677,20,1,19,0.05,1,19
"night",678,20,1,19,0.05,1,19
"night",679,20,1,19,0.05,1,19
"night",680,20,1,19,0.05,1,19
"night",681,20,1,19,0.05,1,19
"night",682,20,1,19,0.05,1,19
"night",683,20,1,19,0.05,1,19
"night",684,20,1,19,0.05,1,19
"night",685,20,1,19,0.05,1,19
"night",686,20,1,19,0.05,1,19
"night",687,20,1,19,0.05,1,19
"night",688,20,1,19,0.05,1,19
"night",689,20,1,19,0.05,1,19
"night",690,20,1,19,0.05,1,19
"night",691,20,1,19,0.05,1,19
"night",692,20,1,19,0.05,1,19
"night",693,20,1,19,0.05,1,19
"night",694,20,1,19,0.05,1,19
"night",695,20,1,19,0.05,1,19
"night",696,20,1,19,0.05,1,19
"night",697,20,1,19,0.05,1,19
"night",698,20,1,19,0.05,1,19
"night",699,20,1,19,0.05,1,19
"night",700,20,1,19,0.05,1,19
"night",701,20,1,19,0.05,1,19
"night",702,20,1,19,0.05,1,19
"night",703,20,1,19,0.05,1,19
"night",704,20,1,19,0.05,1,19
"night",705,20,1,19,0.05,1,19
"night",706,20,1,19,0.05,1,19
"night",707,20,1,19,0.05,1,19
"night",708,20,1,19,0.05,1,19
"night",709,20,1,19,0.05,1,19
"night",710,20,1,19,0.05,1,19
"night",711,20,1,19,0.05,1,19
"night",712,20,1,19,0.05,1,19
"night",713,20,1,19,0.05,1,19
"night",714,20,1,19,0.05,1,19
"night",715,20,1,19,0.05,1,19
"night",716,20,1,19,0.05,1,19
"night",717,20,1,19,0.05,1,19
"night",718,20,1,19,0.05,1,19
"night",719,20,1,19,0.05,1,19
"night",720,20,1,19,0.05,1,19
"night",721,20,1,19,0.05,1,19
"night",722,20,1,19,0.05,1,19
"night",723,20,1,19,0.05,1,19
"night",724,20,1,19,0.05,1,19
"night",725,20,1,19,0.05,1,19
"night",726,20,1,19,0.05,1,19
"night",727,20,1,19,0.05,1,19
"night",728,20,1,19,0.05,1,19
"night",729,20,1,19,0.05,1,19
"night",730,20,1,19,0.05,1,19
