"time_offset_sec","BS_1","BS_10","BS_11","BS_2","BS_3","BS_4","BS_5","BS_6","BS_7","BS_8","BS_9"
40,13,10,12,11,5,11,10,13,4,4,7
41,13,10,12,10,5,11,10,13,5,4,7
42,12,10,12,10,5,11,10,14,5,4,7
43,12,9,12,10,5,11,11,14,5,4,7
44,12,9,12,10,5,11,11,14,5,4,7
45,12,9,12,11,5,11,11,14,4,4,7
46,13,10,12,10,5,11,10,13,5,4,7
47,12,10,12,11,5,11,10,14,4,4,7
48,13,10,12,11,5,11,10,13,4,4,7
49,13,10,12,11,5,12,10,12,4,4,7
50,12,9,12,11,5,12,11,13,4,4,7
51,12,9,12,10,5,12,11,13,5,4,7
52,12,9,12,9,5,11,11,14,6,4,7
53,12,9,12,10,5,11,11,14,5,4,7
54,12,9,12,10,5,11,11,14,5,4,7
55,13,9,12,11,5,11,11,13,4,4,7
56,13,9,12,9,5,11,11,13,6,4,7
57,13,9,12,9,5,11,11,13,6,4,7
58,12,9,12,9,5,12,11,13,6,4,7
59,12,10,12,9,5,12,10,13,6,4,7
60,12,10,12,9,5,12,10,13,6,4,7
61,12,10,12,9,5,12,10,13,6,4,7
62,12,10,12,9,5,12,10,13,6,4,7
63,12,10,12,9,5,11,10,14,6,4,7
64,12,10,12,9,5,10,10,15,6,4,7
65,12,10,12,9,5,10,10,15,6,4,7
66,12,10,12,9,5,11,10,14,6,4,7
67,12,10,12,9,5,11,10,14,6,4,7
68,11,10,12,10,5,11,10,15,5,4,7
69,11,10,12,10,5,11,10,15,5,4,7
70,11,10,12,9,5,12,10,14,6,4,7
71,13,10,12,9,5,12,10,12,6,4,7
72,13,10,12,9,5,12,10,12,6,4,7
73,13,10,12,9,5,12,10,12,6,4,7
74,13,10,12,9,5,11,10,13,6,4,7
75,13,10,12,9,5,12,10,12,6,4,7
76,13,10,12,9,5,11,10,13,6,4,7
77,13,10,12,9,5,12,10,12,6,4,7
78,13,10,12,9,5,12,10,12,6,4,7
79,13,10,12,10,5,11,10,13,5,4,7
80,13,10,12,10,5,11,10,13,5,4,7
81,13,10,12,10,5,11,10,13,5,4,7
82,13,10,12,10,5,11,10,13,5,4,7
83,13,10,12,10,5,11,10,13,5,4,7
84,13,10,12,10,5,11,10,13,5,4,7
85,13,10,12,9,5,10,10,14,6,4,7
86,13,10,12,10,5,10,10,14,5,4,7
87,13,10,12,10,5,10,10,14,5,4,7
88,13,10,12,10,5,10,10,14,5,4,7
89,13,10,12,10,5,10,10,14,5,4,7
90,12,10,12,9,6,10,10,15,5,4,7
91,13,10,12,9,6,11,10,13,5,4,7
92,13,10,12,9,6,11,10,13,5,4,7
93,12,10,12,9,6,10,10,15,5,4,7
94,12,10,12,10,5,10,10,15,5,4,7
95,12,10,12,10,5,10,10,15,5,4,7
96,13,10,12,9,6,10,10,14,5,4,7
97,12,10,12,9,6,11,10,14,5,4,7
98,12,10,12,9,6,11,10,14,5,4,7
99,12,10,12,9,6,11,10,14,5,4,7
100,12,10,12,9,6,11,10,14,5,4,7
101,12,10,12,9,6,11,10,14,5,4,7
102,12,10,12,9,6,11,10,14,5,4,7
103,12,10,12,9,6,11,10,14,5,4,7
104,12,10,12,9,6,11,10,14,5,4,7
105,12,10,12,9,6,11,10,14,5,4,7
106,12,10,12,9,6,11,10,14,5,4,7
107,12,10,12,9,6,11,10,14,5,4,7
108,12,10,12,10,5,11,10,14,5,4,7
109,12,10,12,10,5,11,10,14,5,4,7
110,12,10,12,10,5,11,10,14,5,4,7
111,12,10,12,10,5,11,10,14,5,4,7
112,12,10,12,10,5,11,10,14,5,4,7
113,12,10,12,11,5,11,10,14,4,4,7
114,12,10,12,10,5,11,10,14,5,4,7
115,12,10,12,10,5,11,10,14,5,4,7
116,12,10,12,11,5,11,10,14,4,4,7
117,12,10,12,11,5,11,10,14,4,4,7
118,12,10,12,11,5,11,10,14,4,4,7
119,12,10,12,10,5,11,10,14,5,4,7
120,12,10,12,10,5,11,10,14,5,4,7
121,12,10,12,9,5,11,10,14,6,4,7
122,12,10,12,9,5,11,10,14,6,4,7
123,12,10,12,10,5,11,10,14,5,4,7
124,12,10,12,10,5,11,10,14,5,4,7
125,12,10,12,10,5,11,10,14,5,4,7
126,12,9,12,10,5,11,11,14,5,4,7
127,12,10,12,10,5,11,10,14,5,4,7
128,12,10,12,10,5,11,10,14,5,4,7
129,12,10,12,9,5,11,10,14,6,4,7
130,12,10,12,9,5,11,10,14,6,4,7
131,12,10,12,9,5,11,10,14,6,4,7
132,12,10,12,9,5,11,10,14,6,4,7
133,12,10,12,10,5,11,10,14,5,4,7
134,12,10,12,10,5,11,10,14,5,4,7
135,12,10,12,10,5,11,10,14,5,4,7
136,12,10,12,10,5,11,10,14,5,4,7
137,12,10,12,10,5,12,10,13,5,4,7
138,12,10,12,10,5,11,10,14,5,4,7
139,12,10,12,10,5,11,10,14,5,4,7
140,12,10,12,10,5,11,10,14,5,4,7
141,12,9,12,10,5,12,11,13,5,4,7
142,12,10,12,10,5,12,10,13,5,4,7
143,12,10,12,10,5,12,10,13,5,4,7
144,12,10,12,10,5,12,10,13,5,4,7
145,12,10,12,10,5,12,10,13,5,4,7
146,12,10,12,10,5,12,10,13,5,4,7
147,12,10,12,10,5,12,10,13,5,4,7
148,12,10,12,11,4,12,10,13,5,4,7
149,12,10,12,11,4,12,10,13,5,4,7
